sequence_file_id,run_library_assignment_id,sequencing_run_id,library_preparation_id,seq_sample_id,current_seq_sample_id,correct_seq_sample_id,suggested_correct_seq_sample_id,suggested_equals_correct,already_correct,forward_fq,reverse_fq,corrected_forward_fq,corrected_reverse_fq,note
SF__RLA__seq240209_KSVAZ__LP__DX__R-210622-w-13-7__12.0__12C__2023-03-23__12.0__12C__324.0__ITS__R-210622-ITS-w-13-7,RLA__seq240209_KSVAZ__LP__DX__R-210622-w-13-7__12.0__12C__2023-03-23__12.0__12C__324.0__ITS,seq240209_KSVAZ,LP__DX__R-210622-w-13-7__12.0__12C__2023-03-23__12.0__12C__324.0__ITS,R-210622-ITS-w-13-7,R-210622-ITS-w-13-7,,R-210622-ITS-w-13-7,False,True,R-210622-ITS-w-13-7_S122_L001_R1_001.fastq.gz,R-210622-ITS-w-13-7_S122_L001_R2_001.fastq.gz,R-210622-ITS-w-13-7_S122_L001_R1_001.fastq.gz,R-210622-ITS-w-13-7_S122_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__R-210622-w-14-1__12.0__12D__2023-03-23__12.0__12D__336.0__ITS__R-210622-ITS-w-14-1,RLA__seq240209_KSVAZ__LP__DX__R-210622-w-14-1__12.0__12D__2023-03-23__12.0__12D__336.0__ITS,seq240209_KSVAZ,LP__DX__R-210622-w-14-1__12.0__12D__2023-03-23__12.0__12D__336.0__ITS,R-210622-ITS-w-14-1,R-210622-ITS-w-14-1,,R-210622-ITS-w-14-1,False,True,R-210622-ITS-w-14-1_S123_L001_R1_001.fastq.gz,R-210622-ITS-w-14-1_S123_L001_R2_001.fastq.gz,R-210622-ITS-w-14-1_S123_L001_R1_001.fastq.gz,R-210622-ITS-w-14-1_S123_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-4__10.0__11A__2023-07-14__10.0__11A__203.0__ITS__L-230622-ITS-w-12-4,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-4__10.0__11A__2023-07-14__10.0__11A__203.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-12-4__10.0__11A__2023-07-14__10.0__11A__203.0__ITS,L-230622-ITS-w-12-4,L-230622-ITS-w-12-4,,L-230622-ITS-w-12-4,False,True,L-230622-ITS-w-12-4_S150_L001_R1_001.fastq.gz,L-230622-ITS-w-12-4_S150_L001_R2_001.fastq.gz,L-230622-ITS-w-12-4_S150_L001_R1_001.fastq.gz,L-230622-ITS-w-12-4_S150_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-3__10.0__10H__2023-07-14__10.0__10H__286.0__ITS__L-230622-ITS-w-12-3,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-3__10.0__10H__2023-07-14__10.0__10H__286.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-12-3__10.0__10H__2023-07-14__10.0__10H__286.0__ITS,L-230622-ITS-w-12-3,L-230622-ITS-w-12-3,,L-230622-ITS-w-12-3,False,True,L-230622-ITS-w-12-3_S149_L001_R1_001.fastq.gz,L-230622-ITS-w-12-3_S149_L001_R2_001.fastq.gz,L-230622-ITS-w-12-3_S149_L001_R1_001.fastq.gz,L-230622-ITS-w-12-3_S149_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__R-210622-w-2-6__12.0__2E__2023-03-09__12.0__2E__338.0__ITS__R-210622-ITS-w-2-6,RLA__seq240209_KSVAZ__LP__DX__R-210622-w-2-6__12.0__2E__2023-03-09__12.0__2E__338.0__ITS,seq240209_KSVAZ,LP__DX__R-210622-w-2-6__12.0__2E__2023-03-09__12.0__2E__338.0__ITS,R-210622-ITS-w-2-6,R-210622-ITS-w-2-6,,R-210622-ITS-w-2-6,False,True,R-210622-ITS-w-2-6_S68_L001_R1_001.fastq.gz,R-210622-ITS-w-2-6_S68_L001_R2_001.fastq.gz,R-210622-ITS-w-2-6_S68_L001_R1_001.fastq.gz,R-210622-ITS-w-2-6_S68_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-1__10.0__4E__2023-07-10__10.0__4E__244.0__ITS__L-230622-ITS-w-5-1,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-1__10.0__4E__2023-07-10__10.0__4E__244.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-1__10.0__4E__2023-07-10__10.0__4E__244.0__ITS,L-230622-ITS-w-5-1,L-230622-ITS-w-5-1,,L-230622-ITS-w-5-1,False,True,L-230622-ITS-w-5-1_S103_L001_R1_001.fastq.gz,L-230622-ITS-w-5-1_S103_L001_R2_001.fastq.gz,L-230622-ITS-w-5-1_S103_L001_R1_001.fastq.gz,L-230622-ITS-w-5-1_S103_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-1__10.0__7B__2023-07-13__10.0__7B__211.0__ITS__L-230622-ITS-w-8-1,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-1__10.0__7B__2023-07-13__10.0__7B__211.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-1__10.0__7B__2023-07-13__10.0__7B__211.0__ITS,L-230622-ITS-w-8-1,L-230622-ITS-w-8-1,,L-230622-ITS-w-8-1,False,True,L-230622-ITS-w-8-1_S124_L001_R1_001.fastq.gz,L-230622-ITS-w-8-1_S124_L001_R2_001.fastq.gz,L-230622-ITS-w-8-1_S124_L001_R1_001.fastq.gz,L-230622-ITS-w-8-1_S124_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-2__10.0__7C__2023-07-13__10.0__7C__223.0__ITS__L-230622-ITS-w-8-2,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-2__10.0__7C__2023-07-13__10.0__7C__223.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-2__10.0__7C__2023-07-13__10.0__7C__223.0__ITS,L-230622-ITS-w-8-2,L-230622-ITS-w-8-2,,L-230622-ITS-w-8-2,False,True,L-230622-ITS-w-8-2_S125_L001_R1_001.fastq.gz,L-230622-ITS-w-8-2_S125_L001_R2_001.fastq.gz,L-230622-ITS-w-8-2_S125_L001_R1_001.fastq.gz,L-230622-ITS-w-8-2_S125_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-3__10.0__7D__2023-07-13__10.0__7D__235.0__ITS__L-230622-ITS-w-8-3,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-3__10.0__7D__2023-07-13__10.0__7D__235.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-3__10.0__7D__2023-07-13__10.0__7D__235.0__ITS,L-230622-ITS-w-8-3,L-230622-ITS-w-8-3,,L-230622-ITS-w-8-3,False,True,L-230622-ITS-w-8-3_S126_L001_R1_001.fastq.gz,L-230622-ITS-w-8-3_S126_L001_R2_001.fastq.gz,L-230622-ITS-w-8-3_S126_L001_R1_001.fastq.gz,L-230622-ITS-w-8-3_S126_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-4__10.0__7E__2023-07-13__10.0__7E__247.0__ITS__L-230622-ITS-w-8-4,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-4__10.0__7E__2023-07-13__10.0__7E__247.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-4__10.0__7E__2023-07-13__10.0__7E__247.0__ITS,L-230622-ITS-w-8-4,L-230622-ITS-w-8-4,,L-230622-ITS-w-8-4,False,True,L-230622-ITS-w-8-4_S127_L001_R1_001.fastq.gz,L-230622-ITS-w-8-4_S127_L001_R2_001.fastq.gz,L-230622-ITS-w-8-4_S127_L001_R1_001.fastq.gz,L-230622-ITS-w-8-4_S127_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-5__10.0__7F__2023-07-13__10.0__7F__259.0__ITS__L-230622-ITS-w-8-5,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-5__10.0__7F__2023-07-13__10.0__7F__259.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-5__10.0__7F__2023-07-13__10.0__7F__259.0__ITS,L-230622-ITS-w-8-5,L-230622-ITS-w-8-5,,L-230622-ITS-w-8-5,False,True,L-230622-ITS-w-8-5_S128_L001_R1_001.fastq.gz,L-230622-ITS-w-8-5_S128_L001_R2_001.fastq.gz,L-230622-ITS-w-8-5_S128_L001_R1_001.fastq.gz,L-230622-ITS-w-8-5_S128_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-6__10.0__7G__2023-07-13__10.0__7G__271.0__ITS__L-230622-ITS-w-8-6,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-6__10.0__7G__2023-07-13__10.0__7G__271.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-6__10.0__7G__2023-07-13__10.0__7G__271.0__ITS,L-230622-ITS-w-8-6,L-230622-ITS-w-8-6,,L-230622-ITS-w-8-6,False,True,L-230622-ITS-w-8-6_S129_L001_R1_001.fastq.gz,L-230622-ITS-w-8-6_S129_L001_R2_001.fastq.gz,L-230622-ITS-w-8-6_S129_L001_R1_001.fastq.gz,L-230622-ITS-w-8-6_S129_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-7__10.0__7H__2023-07-13__10.0__7H__283.0__ITS__L-230622-ITS-w-8-7,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-8-7__10.0__7H__2023-07-13__10.0__7H__283.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-8-7__10.0__7H__2023-07-13__10.0__7H__283.0__ITS,L-230622-ITS-w-8-7,L-230622-ITS-w-8-7,,L-230622-ITS-w-8-7,False,True,L-230622-ITS-w-8-7_S130_L001_R1_001.fastq.gz,L-230622-ITS-w-8-7_S130_L001_R2_001.fastq.gz,L-230622-ITS-w-8-7_S130_L001_R1_001.fastq.gz,L-230622-ITS-w-8-7_S130_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-1__10.0__8A__2023-07-13__10.0__8A__200.0__ITS__L-230622-ITS-w-9-1,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-1__10.0__8A__2023-07-13__10.0__8A__200.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-1__10.0__8A__2023-07-13__10.0__8A__200.0__ITS,L-230622-ITS-w-9-1,L-230622-ITS-w-9-1,,L-230622-ITS-w-9-1,False,True,L-230622-ITS-w-9-1_S131_L001_R1_001.fastq.gz,L-230622-ITS-w-9-1_S131_L001_R2_001.fastq.gz,L-230622-ITS-w-9-1_S131_L001_R1_001.fastq.gz,L-230622-ITS-w-9-1_S131_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-2__10.0__8B__2023-07-13__10.0__8B__212.0__ITS__L-230622-ITS-w-9-2,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-2__10.0__8B__2023-07-13__10.0__8B__212.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-2__10.0__8B__2023-07-13__10.0__8B__212.0__ITS,L-230622-ITS-w-9-2,L-230622-ITS-w-9-2,,L-230622-ITS-w-9-2,False,True,L-230622-ITS-w-9-2_S132_L001_R1_001.fastq.gz,L-230622-ITS-w-9-2_S132_L001_R2_001.fastq.gz,L-230622-ITS-w-9-2_S132_L001_R1_001.fastq.gz,L-230622-ITS-w-9-2_S132_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-3__10.0__8C__2023-07-13__10.0__8C__224.0__ITS__L-230622-ITS-w-9-3,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-3__10.0__8C__2023-07-13__10.0__8C__224.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-3__10.0__8C__2023-07-13__10.0__8C__224.0__ITS,L-230622-ITS-w-9-3,L-230622-ITS-w-9-3,,L-230622-ITS-w-9-3,False,True,L-230622-ITS-w-9-3_S133_L001_R1_001.fastq.gz,L-230622-ITS-w-9-3_S133_L001_R2_001.fastq.gz,L-230622-ITS-w-9-3_S133_L001_R1_001.fastq.gz,L-230622-ITS-w-9-3_S133_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-5__10.0__8E__2023-07-13__10.0__8E__248.0__ITS__L-230622-ITS-w-9-5,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-5__10.0__8E__2023-07-13__10.0__8E__248.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-5__10.0__8E__2023-07-13__10.0__8E__248.0__ITS,L-230622-ITS-w-9-5,L-230622-ITS-w-9-5,,L-230622-ITS-w-9-5,False,True,L-230622-ITS-w-9-5_S135_L001_R1_001.fastq.gz,L-230622-ITS-w-9-5_S135_L001_R2_001.fastq.gz,L-230622-ITS-w-9-5_S135_L001_R1_001.fastq.gz,L-230622-ITS-w-9-5_S135_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-6__10.0__8F__2023-07-13__10.0__8F__260.0__ITS__L-230622-ITS-w-9-6,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-6__10.0__8F__2023-07-13__10.0__8F__260.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-6__10.0__8F__2023-07-13__10.0__8F__260.0__ITS,L-230622-ITS-w-9-6,L-230622-ITS-w-9-6,,L-230622-ITS-w-9-6,False,True,L-230622-ITS-w-9-6_S136_L001_R1_001.fastq.gz,L-230622-ITS-w-9-6_S136_L001_R2_001.fastq.gz,L-230622-ITS-w-9-6_S136_L001_R1_001.fastq.gz,L-230622-ITS-w-9-6_S136_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-7__10.0__8G__2023-07-13__10.0__8G__272.0__ITS__L-230622-ITS-w-9-7,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-9-7__10.0__8G__2023-07-13__10.0__8G__272.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-9-7__10.0__8G__2023-07-13__10.0__8G__272.0__ITS,L-230622-ITS-w-9-7,L-230622-ITS-w-9-7,,L-230622-ITS-w-9-7,False,True,L-230622-ITS-w-9-7_S137_L001_R1_001.fastq.gz,L-230622-ITS-w-9-7_S137_L001_R2_001.fastq.gz,L-230622-ITS-w-9-7_S137_L001_R1_001.fastq.gz,L-230622-ITS-w-9-7_S137_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-1__10.0__8H__2023-07-13__10.0__8H__284.0__ITS__L-230622-ITS-w-10-1,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-1__10.0__8H__2023-07-13__10.0__8H__284.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-10-1__10.0__8H__2023-07-13__10.0__8H__284.0__ITS,L-230622-ITS-w-10-1,L-230622-ITS-w-10-1,,L-230622-ITS-w-10-1,False,True,L-230622-ITS-w-10-1_S138_L001_R1_001.fastq.gz,L-230622-ITS-w-10-1_S138_L001_R2_001.fastq.gz,L-230622-ITS-w-10-1_S138_L001_R1_001.fastq.gz,L-230622-ITS-w-10-1_S138_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-2__10.0__9A__2023-07-13__10.0__9A__201.0__ITS__L-230622-ITS-w-10-2,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-2__10.0__9A__2023-07-13__10.0__9A__201.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-10-2__10.0__9A__2023-07-13__10.0__9A__201.0__ITS,L-230622-ITS-w-10-2,L-230622-ITS-w-10-2,,L-230622-ITS-w-10-2,False,True,L-230622-ITS-w-10-2_S139_L001_R1_001.fastq.gz,L-230622-ITS-w-10-2_S139_L001_R2_001.fastq.gz,L-230622-ITS-w-10-2_S139_L001_R1_001.fastq.gz,L-230622-ITS-w-10-2_S139_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-3__10.0__9B__2023-07-13__10.0__9B__213.0__ITS__L-230622-ITS-w-10-3,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-3__10.0__9B__2023-07-13__10.0__9B__213.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-10-3__10.0__9B__2023-07-13__10.0__9B__213.0__ITS,L-230622-ITS-w-10-3,L-230622-ITS-w-10-3,,L-230622-ITS-w-10-3,False,True,L-230622-ITS-w-10-3_S140_L001_R1_001.fastq.gz,L-230622-ITS-w-10-3_S140_L001_R2_001.fastq.gz,L-230622-ITS-w-10-3_S140_L001_R1_001.fastq.gz,L-230622-ITS-w-10-3_S140_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-4__10.0__9C__2023-07-13__10.0__9C__225.0__ITS__L-230622-ITS-w-10-4,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-10-4__10.0__9C__2023-07-13__10.0__9C__225.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-10-4__10.0__9C__2023-07-13__10.0__9C__225.0__ITS,L-230622-ITS-w-10-4,L-230622-ITS-w-10-4,,L-230622-ITS-w-10-4,False,True,L-230622-ITS-w-10-4_S141_L001_R1_001.fastq.gz,L-230622-ITS-w-10-4_S141_L001_R2_001.fastq.gz,L-230622-ITS-w-10-4_S141_L001_R1_001.fastq.gz,L-230622-ITS-w-10-4_S141_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-7__10.0__7A__2023-07-10__10.0__7A__199.0__ITS__L-230622-ITS-w-7-7,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-7__10.0__7A__2023-07-10__10.0__7A__199.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-7-7__10.0__7A__2023-07-10__10.0__7A__199.0__ITS,L-230622-ITS-w-7-7,L-230622-ITS-w-7-7,,L-230622-ITS-w-7-7,False,True,L-230622-ITS-w-7-7_S123_L001_R1_001.fastq.gz,L-230622-ITS-w-7-7_S123_L001_R2_001.fastq.gz,L-230622-ITS-w-7-7_S123_L001_R1_001.fastq.gz,L-230622-ITS-w-7-7_S123_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-6__10.0__6H__2023-07-10__10.0__6H__282.0__ITS__L-230622-ITS-w-7-6,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-6__10.0__6H__2023-07-10__10.0__6H__282.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-7-6__10.0__6H__2023-07-10__10.0__6H__282.0__ITS,L-230622-ITS-w-7-6,L-230622-ITS-w-7-6,,L-230622-ITS-w-7-6,False,True,L-230622-ITS-w-7-6_S122_L001_R1_001.fastq.gz,L-230622-ITS-w-7-6_S122_L001_R2_001.fastq.gz,L-230622-ITS-w-7-6_S122_L001_R1_001.fastq.gz,L-230622-ITS-w-7-6_S122_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-5__10.0__6G__2023-07-10__10.0__6G__270.0__ITS__L-230622-ITS-w-7-5,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-5__10.0__6G__2023-07-10__10.0__6G__270.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-7-5__10.0__6G__2023-07-10__10.0__6G__270.0__ITS,L-230622-ITS-w-7-5,L-230622-ITS-w-7-5,,L-230622-ITS-w-7-5,False,True,L-230622-ITS-w-7-5_S121_L001_R1_001.fastq.gz,L-230622-ITS-w-7-5_S121_L001_R2_001.fastq.gz,L-230622-ITS-w-7-5_S121_L001_R1_001.fastq.gz,L-230622-ITS-w-7-5_S121_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-4__10.0__6F__2023-07-10__10.0__6F__258.0__ITS__L-230622-ITS-w-7-4,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-7-4__10.0__6F__2023-07-10__10.0__6F__258.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-7-4__10.0__6F__2023-07-10__10.0__6F__258.0__ITS,L-230622-ITS-w-7-4,L-230622-ITS-w-7-4,,L-230622-ITS-w-7-4,False,True,L-230622-ITS-w-7-4_S120_L001_R1_001.fastq.gz,L-230622-ITS-w-7-4_S120_L001_R2_001.fastq.gz,L-230622-ITS-w-7-4_S120_L001_R1_001.fastq.gz,L-230622-ITS-w-7-4_S120_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-4-7__10.0__4D__2023-07-10__10.0__4D__232.0__ITS__L-230622-ITS-w-4-7,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-4-7__10.0__4D__2023-07-10__10.0__4D__232.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-4-7__10.0__4D__2023-07-10__10.0__4D__232.0__ITS,L-230622-ITS-w-4-7,L-230622-ITS-w-4-7,,L-230622-ITS-w-4-7,False,True,L-230622-ITS-w-4-7_S102_L001_R1_001.fastq.gz,L-230622-ITS-w-4-7_S102_L001_R2_001.fastq.gz,L-230622-ITS-w-4-7_S102_L001_R1_001.fastq.gz,L-230622-ITS-w-4-7_S102_L001_R2_001.fastq.gz,DNA_input_below_100pg
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-2__10.0__10G__2023-07-14__10.0__10G__274.0__ITS__L-230622-ITS-w-12-2,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-12-2__10.0__10G__2023-07-14__10.0__10G__274.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-12-2__10.0__10G__2023-07-14__10.0__10G__274.0__ITS,L-230622-ITS-w-12-2,L-230622-ITS-w-12-2,,L-230622-ITS-w-12-2,False,True,L-230622-ITS-w-12-2_S148_L001_R1_001.fastq.gz,L-230622-ITS-w-12-2_S148_L001_R2_001.fastq.gz,L-230622-ITS-w-12-2_S148_L001_R1_001.fastq.gz,L-230622-ITS-w-12-2_S148_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-2__10.0__4F__2023-07-10__10.0__4F__256.0__ITS__L-230622-ITS-w-5-2,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-2__10.0__4F__2023-07-10__10.0__4F__256.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-2__10.0__4F__2023-07-10__10.0__4F__256.0__ITS,L-230622-ITS-w-5-2,L-230622-ITS-w-5-2,,L-230622-ITS-w-5-2,False,True,L-230622-ITS-w-5-2_S104_L001_R1_001.fastq.gz,L-230622-ITS-w-5-2_S104_L001_R2_001.fastq.gz,L-230622-ITS-w-5-2_S104_L001_R1_001.fastq.gz,L-230622-ITS-w-5-2_S104_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-3__10.0__4G__2023-07-10__10.0__4G__268.0__ITS__L-230622-ITS-w-5-3,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-3__10.0__4G__2023-07-10__10.0__4G__268.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-3__10.0__4G__2023-07-10__10.0__4G__268.0__ITS,L-230622-ITS-w-5-3,L-230622-ITS-w-5-3,,L-230622-ITS-w-5-3,False,True,L-230622-ITS-w-5-3_S105_L001_R1_001.fastq.gz,L-230622-ITS-w-5-3_S105_L001_R2_001.fastq.gz,L-230622-ITS-w-5-3_S105_L001_R1_001.fastq.gz,L-230622-ITS-w-5-3_S105_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-4__10.0__4H__2023-07-10__10.0__4H__280.0__ITS__L-230622-ITS-w-5-4,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-4__10.0__4H__2023-07-10__10.0__4H__280.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-4__10.0__4H__2023-07-10__10.0__4H__280.0__ITS,L-230622-ITS-w-5-4,L-230622-ITS-w-5-4,,L-230622-ITS-w-5-4,False,True,L-230622-ITS-w-5-4_S106_L001_R1_001.fastq.gz,L-230622-ITS-w-5-4_S106_L001_R2_001.fastq.gz,L-230622-ITS-w-5-4_S106_L001_R1_001.fastq.gz,L-230622-ITS-w-5-4_S106_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-5__10.0__5A__2023-07-10__10.0__5A__197.0__ITS__L-230622-ITS-w-5-5,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-5__10.0__5A__2023-07-10__10.0__5A__197.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-5__10.0__5A__2023-07-10__10.0__5A__197.0__ITS,L-230622-ITS-w-5-5,L-230622-ITS-w-5-5,,L-230622-ITS-w-5-5,False,True,L-230622-ITS-w-5-5_S107_L001_R1_001.fastq.gz,L-230622-ITS-w-5-5_S107_L001_R2_001.fastq.gz,L-230622-ITS-w-5-5_S107_L001_R1_001.fastq.gz,L-230622-ITS-w-5-5_S107_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-6__10.0__5B__2023-07-10__10.0__5B__209.0__ITS__L-230622-ITS-w-5-6,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-6__10.0__5B__2023-07-10__10.0__5B__209.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-6__10.0__5B__2023-07-10__10.0__5B__209.0__ITS,L-230622-ITS-w-5-6,L-230622-ITS-w-5-6,,L-230622-ITS-w-5-6,False,True,L-230622-ITS-w-5-6_S108_L001_R1_001.fastq.gz,L-230622-ITS-w-5-6_S108_L001_R2_001.fastq.gz,L-230622-ITS-w-5-6_S108_L001_R1_001.fastq.gz,L-230622-ITS-w-5-6_S108_L001_R2_001.fastq.gz,
SF__RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-7__10.0__5C__2023-07-10__10.0__5C__221.0__ITS__L-230622-ITS-w-5-7,RLA__seq240209_KSVAZ__LP__DX__L-230622-w-5-7__10.0__5C__2023-07-10__10.0__5C__221.0__ITS,seq240209_KSVAZ,LP__DX__L-230622-w-5-7__10.0__5C__2023-07-10__10.0__5C__221.0__ITS,L-230622-ITS-w-5-7,L-230622-ITS-w-5-7,,L-230622-ITS-w-5-7,False,True,L-230622-ITS-w-5-7_S109_L001_R1_001.fastq.gz,L-230622-ITS-w-5-7_S109_L001_R2_001.fastq.gz,L-230622-ITS-w-5-7_S109_L001_R1_001.fastq.gz,L-230622-ITS-w-5-7_S109_L001_R2_001.fastq.gz,
